,ip.src,port.src,ip.dst,port.dst,proto,ssl_flag,tls_version,sni_flag,cert_chain_len,self_cert_flag,valid_avg,valid_std,expire_flag,age_avg,san_dns_num_avg,consistent_flag,cert_num,fw_pkt_l_max,fw_pkt_l_min ,fw_pkt_l_avg,fw_pkt_l_var,fw_pkt_l_std,fw_byt_s,fw_pkt_s,fw_iat_min,fw_iat_max,fw_iat_avg,fw_iat_std,fw_iat_tot,fw_fin_cnt,fw_syn_cnt,fw_rst_cnt,fw_psh_cnt,fw_ack_cnt,fw_urg_cnt,fw_ece_cnt,fw_cwr_cnt,fw_10_p,fw_20_p,fw_30_p,fw_40_p,fw_50_p,fw_60_p,fw_70_p,fw_80_p,fw_90_p,fw_duration,bw_pkt_l_max,bw_pkt_l_min ,bw_pkt_l_avg,bw_pkt_l_var,bw_pkt_l_std,bw_byt_s,bw_pkt_s,bw_iat_min,bw_iat_max,bw_iat_avg,bw_iat_std,bw_iat_tot,bw_fin_cnt,bw_syn_cnt,bw_rst_cnt,bw_psh_cnt,bw_ack_cnt,bw_urg_cnt,bw_ece_cnt,bw_cwr_cnt,bw_10_p,bw_20_p,bw_30_p,bw_40_p,bw_50_p,bw_60_p,bw_70_p,bw_80_p,bw_90_p,bw_duration,fl_pkt_l_max,fl_pkt_l_min ,fl_pkt_l_avg,fl_pkt_l_var,fl_pkt_l_std,fl_byt_s,fl_pkt_s,fl_iat_min,fl_iat_max,fl_iat_avg,fl_iat_std,fl_iat_tot,fl_fin_cnt,fl_syn_cnt,fl_rst_cnt,fl_psh_cnt,fl_ack_cnt,fl_urg_cnt,fl_ece_cnt,fl_cwr_cnt,fl_10_p,fl_20_p,fl_30_p,fl_40_p,fl_50_p,fl_60_p,fl_70_p,fl_80_p,fl_90_p,fl_duration,fw_hdr_len,bw_hdr_len,down_up_ratio,fw_seg_avg,bw_seg_avg,fw_seg_cnt,bw_seg_cnt,fl_seg_cnt,conn_state
179,10.12.6.103,49197,186.50.166.98,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,418,40,167.33333333333334,30936.88888888889,192.67658567316028,515.3654885808519,3.0798734377341743,6.900000002474371e-05,1.577968999999996,0.389626400000003,0.683289598716234,1.9481320000000155,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,233.0,414.0,416.0,1.9481320000000155,233,40,72.83333333333333,5132.805555555556,78.48163267075084,276.79776028173484,3.8004269146233614,0.0,1.577719000000002,0.2631283333333367,0.6440152921556023,1.57877000000002,1,1,0,2,6,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,44.0,138.5,1.57877000000002,418,40,120.08333333333331,20267.409722222223,148.69398614319115,739.6612956956384,6.159566653953964,0.0,1.577719000000002,0.1623490833333344,0.4581961803766148,1.9481890000000133,2,3,0,4,11,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,49.6,196.80000000000013,395.9000000000001,1.9481890000000133,120,120,0.4352589641434263,0,0,0,0,0,SF
180,10.12.6.103,49198,82.79.217.89,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,418,40,167.33333333333334,30936.88888888889,192.67658567316028,839.1217971916067,5.0146720947705585,0.0001839999999901,1.02958000000001,0.2392978000000027,0.4475679170139484,1.196489000000014,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,233.0,414.0,416.0,1.196489000000014,291,40,82.5,8696.583333333334,102.15625286784946,480.2002289439449,5.8206088356841805,0.0,1.029278000000005,0.1718033333333342,0.4200751269188266,1.0308200000000056,1,1,0,2,6,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,44.0,167.5,1.0308200000000056,418,40,124.91666666666669,21615.909722222223,153.56103810616293,1252.8207271207536,10.029251984956,0.0,1.029278000000005,0.0997083333333345,0.2965808974098385,1.1965000000000146,2,3,0,4,11,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,49.6,243.20000000000016,401.7000000000001,1.1965000000000146,120,120,0.49302788844621515,0,0,0,0,0,SF
181,10.12.13.102,49203,223.26.59.163,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,240,40,42.59119496855346,497.3360231003518,22.371493455938257,68.64787905727769,1.611785701433425,1.999999994950485e-06,94.217566,0.6243566455696202,7.493603192241262,98.64835,1,2,0,2,158,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,98.64835,1500,40,1462.0651465798046,35705.21399696549,189.26673691602,4559.900528106647,3.1188080358618633,0.0,94.217778,0.3206353159609121,5.376729966766475,98.435042,1,1,0,167,307,0,0,0,1476.0,1476.0,1476.0,1488.0,1488.0,1500.0,1500.0,1500.0,1500.0,98.435042,1500,40,977.7381974248927,476609.1203006134,691.1107625776943,4618.687566758579,4.72384895969391,0.0,94.217566,0.2116917811158798,4.3642971734066185,98.64837,2,3,0,169,465,0,0,0,40.0,40.0,40.0,1476.0,1476.0,1488.0,1488.0,1500.0,1500.0,98.64837,3180,6140,66.28086237448316,0,0,0,0,0,SF
182,10.12.6.103,49199,95.76.133.24,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,418,40,167.33333333333334,30936.88888888889,192.67658567316028,795.3111496444366,4.752855475962767,0.0002250000000003,1.076357999999999,0.2524798000000032,0.4674590798719144,1.2623990000000165,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,233.0,414.0,416.0,1.2623990000000165,276,40,88.0,8838.4,105.1094667477673,408.310984493465,4.639897551062103,0.0,1.076170000000019,0.2155219999999985,0.4811169059859682,1.0776099999999929,1,1,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,90.40000000000003,183.2,1.0776099999999929,418,40,131.27272727272728,22452.56198347108,157.15539501340126,1143.8393872062634,8.713457935781785,0.0,1.076170000000019,0.1147650000000004,0.323637778881583,1.2624150000000045,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,276.0,414.0,1.2624150000000045,120,100,0.43824701195219123,0,0,0,0,0,SF
183,10.12.13.102,49204,185.43.223.31,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,428,40,145.83333333333334,23118.138888888887,166.55859829701578,1580.3494829999595,10.836682169142579,5.400000000577165e-05,0.4213739999999859,0.1107349999999996,0.1825663046827021,0.5536749999999984,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,163.5,275.0,351.5,0.5536749999999984,201,40,73.0,4098.4,71.57513534740957,861.9936377784511,11.808132024362346,0.0,0.4211330000000259,0.0846874000000013,0.1880798533503925,0.4234370000000069,1,1,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,75.40000000000003,138.20000000000002,0.4234370000000069,428,40,112.72727272727272,15788.016528925618,131.78322420482124,2238.6510322166573,19.85900109224454,0.0,0.4211330000000259,0.0503550000000013,0.1290289323097817,0.5539050000000145,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,201.0,275.0,0.5539050000000145,120,100,0.41714285714285715,0,0,0,0,0,SF
184,10.12.12.105,49208,31.31.196.204,443,1,1,3,1,2,0.0,173577600.0,141955200.0,1,3.3988709167343,0.0,0,2,525,40,60.36427145708583,7440.9860687806,86.3042271345782,3798.3375106568233,62.92360396260456,1.999999994950485e-06,0.5495459999999923,0.0159081638361638,0.0527760673066794,15.924071999999995,0,2,1,54,1001,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,15.924071999999995,1500,40,1263.259572573464,74903.94820533822,273.7468045346969,181419.71645826037,143.612382124031,0.0,0.465028999999987,0.0069631878895814,0.0354696796794326,15.639319999999998,0,1,0,1706,2246,0,0,0,1132.0,1132.0,1316.0,1316.0,1316.0,1316.0,1316.0,1500.0,1500.0,15.639319999999998,1500,40,892.1693349753695,362766.52920743945,602.3937688982529,181973.93229570932,203.96792981091778,0.0,0.465028999999987,0.0049027315270935,0.0297202410295352,15.924071999999995,0,3,1,1760,3247,0,0,0,40.0,40.0,40.0,1132.0,1316.0,1316.0,1316.0,1316.0,1500.0,15.924071999999995,20040,44920,46.90883690171117,0,0,0,0,0,RSTO
185,10.12.6.103,49200,89.133.197.60,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,418,40,167.33333333333334,30936.88888888889,192.67658567316028,843.7768932874179,5.042491394147916,0.0001629999999863,1.0125570000000153,0.2379776000000049,0.4396904388018992,1.1898880000000247,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,233.0,414.0,416.0,1.1898880000000247,252,40,83.2,7125.76,94.3779635296291,410.4094031108252,4.932805325851263,0.0,1.0124030000000062,0.2027243999999996,0.4526241458349337,1.013621999999998,1,1,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,85.60000000000004,168.8,1.013621999999998,418,40,129.0909090909091,21868.628099173555,155.09832658378656,1193.378597679302,9.244482094698817,0.0,1.0124030000000062,0.108172636363636,0.3045191626953151,1.189898999999997,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,252.0,414.0,1.189898999999997,120,100,0.41434262948207173,0,0,0,0,0,SF
186,10.12.11.101,49168,94.250.252.168,443,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,52,48,50.66666666666666,3.555555555555556,2.309401076758503,16.891691032745733,0.33338863880419206,2.998389000000003,6.000118000000015,4.499253500000009,2.1225429311843222,8.998507000000018,0,4,0,0,0,0,0,0,48.8,49.6,50.4,51.2,52.0,52.0,52.0,52.0,52.0,8.998507000000018,40,40,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,1,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,52,40,48.0,24.0,5.656854249492381,2.542656203018385,0.05297200422954968,0.0,66.51307799999998,18.87789625,31.85111944835571,75.511585,0,4,1,0,1,0,0,0,42.4,44.8,47.2,48.8,50.0,51.2,52.0,52.0,52.0,75.511585,60,20,0.2631578947368421,0,0,0,0,0,REJ
187,10.12.6.103,49201,82.78.248.81,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,418,40,167.33333333333334,30936.88888888889,192.67658567316028,813.7039414392436,4.862772558401854,9.600000001341868e-05,1.0569409999999948,0.2467728000000022,0.4592726788213032,1.2338640000000112,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,233.0,414.0,416.0,1.2338640000000112,288,40,90.4,9763.84,110.47533661410586,427.2603442848803,4.726331242089384,0.0,1.056695999999988,0.2115805999999963,0.4724339123499663,1.0579029999999818,1,1,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,92.80000000000004,190.40000000000003,1.0579029999999818,418,40,132.36363636363637,22780.23140495868,158.2979928661591,1179.9314407967786,8.914317203821817,0.0,1.056695999999988,0.1121790909090908,0.317676034376358,1.2339699999999991,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,288.0,414.0,1.2339699999999991,120,100,0.450199203187251,0,0,0,0,0,SF
188,10.12.6.103,49202,47.88.217.150,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,414,40,165.66666666666666,30115.22222222223,190.10067508209085,15.91356774616316,0.09605775299494866,0.0001300000000128,59.899373000000026,12.4924846,26.515658312919324,62.462423,0,2,1,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,230.0,408.0,411.0,62.462423,245,40,122.8,9957.36,111.56477938847904,289.2947286636904,2.355820265990964,0.0,2.016545000000008,0.4244805999999982,0.8911503261343223,2.1224029999999914,0,1,0,2,5,0,0,0,40.0,40.0,40.8,42.4,44.0,124.39999999999998,204.79999999999995,245.0,245.0,2.1224029999999914,414,40,146.1818181818182,21408.14876033058,153.4567158398864,25.74347780264624,0.1761058804907392,0.0,59.899373000000026,5.678402090909091,17.993108991390873,62.462423,0,3,1,4,10,0,0,0,40.0,40.0,40.0,40.0,44.0,52.0,245.0,245.0,408.0,62.462423,120,100,0.6177062374245473,0,0,0,0,0,RSTO
189,10.12.13.101,49163,185.82.202.75,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,286,40,116.5,10991.25,114.84554845530585,1284.926470588276,11.029411764706232,3.5999999994373866e-05,0.3957399999999893,0.1087999999999965,0.1721471275697009,0.5439999999999827,1,2,0,2,5,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,146.5,241.0,263.5,0.5439999999999827,301,40,93.0,10818.4,116.28843450661807,1165.55667237335,12.532867444874732,0.0,0.3953129999999873,0.0797901999999965,0.1763872068864354,0.3989509999999825,1,1,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,95.40000000000003,198.2,0.3989509999999825,301,40,105.8181818181818,11049.603305785124,110.2477375566666,2139.7019490773773,20.22055106516422,0.0,0.3953129999999873,0.0494546363636345,0.122644423788665,0.5440009999999802,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,241.0,286.0,0.5440009999999802,120,100,0.6652360515021459,0,0,0,0,0,SF
190,10.12.26.101,49165,74.220.219.67,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,302,40,85.66666666666667,9379.22222222222,106.08989898509031,4.307953178047044,0.05028739118342853,0.0002330000000085,107.58657699999998,23.86284059999999,46.9826832043188,119.31420299999996,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,177.0,119.31420299999996,356,40,104.0,15878.4,140.88293012285058,4.3616568790387324,0.041939008452295506,0.0,107.58670599999996,23.8441498,46.994591194164,119.22074899999998,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,106.40000000000006,231.20000000000005,119.22074899999998,356,40,94.0,12416.727272727272,116.86915760798485,8.666192221976821,0.09219353427634919,0.0,107.58657699999998,10.846747636363633,32.22187448877825,119.31422399999995,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,302.0,119.31422399999995,120,100,1.0116731517509727,0,0,0,0,0,SF
191,10.12.7.101,49176,94.250.252.162,443,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,52,48,50.66666666666666,3.555555555555556,2.309401076758503,16.847948374339232,0.3325252968619585,3.0127620000000093,6.009107999999998,4.510935000000004,2.118736575381179,9.021870000000009,0,4,0,0,0,0,0,0,48.8,49.6,50.4,51.2,52.0,52.0,52.0,52.0,52.0,9.021870000000009,40,40,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,1,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,52,40,48.0,24.0,5.656854249492381,2.5492395917036954,0.05310915816049366,0.0,66.29470700000002,18.82914425000001,31.738659902874108,75.31657700000002,0,4,1,0,1,0,0,0,42.4,44.8,47.2,48.8,50.0,51.2,52.0,52.0,52.0,75.31657700000002,60,20,0.2631578947368421,0,0,0,0,0,REJ
192,10.12.22.101,49501,148.163.124.20,443,1,1,1,1,2,0.0,82771200.0,74995200.0,1,11.652390395410379,0.0,0,2,397,40,141.75,20650.6875,153.62547221826762,1121.4043859371463,7.911142052466641,0.0004549999999881,0.5769100000000265,0.1444617142857152,0.200354141698915,1.0112320000000068,1,2,0,3,7,0,0,0,40.0,40.0,40.0,40.0,46.0,73.40000000000002,148.29999999999995,283.2000000000001,375.3,1.0112320000000068,1328,40,427.27272727272725,307918.19834710745,581.987988004751,4676.900787012909,10.945938012157871,0.0,0.6465660000000071,0.0913580909090915,0.190813739408071,1.0049390000000074,1,1,0,3,11,0,0,0,40.0,40.0,40.0,52.0,99.0,160.0,245.0,1328.0,1328.0,1.0049390000000074,1328,40,307.05263157894734,206836.1551246537,467.2548048244972,5434.18019234797,17.697878583238158,0.0,0.5769100000000265,0.0565039473684213,0.1309685911080663,1.0735750000000053,2,3,0,6,18,0,0,0,40.0,40.0,40.0,42.400000000000006,52.0,146.99999999999994,211.0,378.4,1328.0,1.0735750000000053,160,220,4.144620811287478,0,0,0,0,0,SF
193,10.12.22.101,49503,148.163.124.20,443,1,1,1,1,0,,0.0,0.0,0,0.0,0.0,0,0,477,40,134.14285714285714,22193.55102040817,160.9113923576457,2537.4743617805216,18.916209299748303,0.0004430000000184,0.1715719999999976,0.0616755000000021,0.0600654825161632,0.3700530000000128,1,2,0,3,6,0,0,0,40.0,40.0,40.0,44.8,52.0,80.19999999999999,117.39999999999992,172.60000000000008,305.4000000000001,0.3700530000000128,185,40,81.42857142857143,3834.816326530613,66.88761007056823,1542.9049381079133,18.947955380272617,0.0,0.1054750000000126,0.0527761428571409,0.0501451739799245,0.3694329999999866,1,1,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,47.2,76.19999999999992,148.8000000000001,177.8,0.3694329999999866,477,40,107.78571428571428,13708.882653061228,121.50478216067091,3441.8422181066053,31.932267099729934,0.0,0.1034070000000042,0.0313162857142848,0.0357325924879807,0.4384279999999876,2,3,0,5,13,0,0,0,40.0,40.0,40.0,40.0,46.0,52.0,106.39999999999998,177.8,189.2,0.4384279999999876,140,140,0.6070287539936102,0,0,0,0,0,SF
194,10.12.8.101,49165,194.87.238.149,443,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,52,48,50.66666666666666,3.555555555555556,2.309401076758503,17.105923139711184,0.33761690407324707,2.9647469999999885,5.921064000000001,4.442905499999995,2.09043179803708,8.88581099999999,0,4,0,0,0,0,0,0,48.8,49.6,50.4,51.2,52.0,52.0,52.0,52.0,52.0,8.88581099999999,40,40,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,1,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,52,40,48.0,24.0,5.656854249492381,2.5761510934084213,0.053669814446008775,0.0,65.643979,18.6324475,31.43410198737205,74.52978999999999,0,4,1,0,1,0,0,0,42.4,44.8,47.2,48.8,50.0,51.2,52.0,52.0,52.0,74.52978999999999,60,20,0.2631578947368421,0,0,0,0,0,REJ
195,10.12.7.101,49177,94.250.252.162,443,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,52,48,50.66666666666666,3.555555555555556,2.309401076758503,16.825224110324775,0.3320767916511468,3.010953999999998,6.023100999999997,4.5170274999999975,2.129909569630714,9.034054999999997,0,4,0,0,0,0,0,0,48.8,49.6,50.4,51.2,52.0,52.0,52.0,52.0,52.0,9.034054999999997,40,40,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,1,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,52,40,48.0,24.0,5.656854249492381,2.549413746375185,0.05311278638281636,0.0,66.277377,18.827858,31.728438054705176,75.311432,0,4,1,0,1,0,0,0,42.4,44.8,47.2,48.8,50.0,51.2,52.0,52.0,52.0,75.311432,60,20,0.2631578947368421,0,0,0,0,0,REJ
196,10.12.11.102,49314,34.232.255.112,443,1,1,1,1,4,0.0,461543989.0,304478080.90510744,1,1.7474878790140338,0.0,0,4,174,40,78.08333333333333,2748.243055555556,54.754756262203685,5.682074700726126,0.0727693664980934,0.016477999999978,61.43129899999997,14.99132318181818,25.040877144103057,164.904555,0,2,1,4,11,0,0,0,40.0,40.0,40.0,40.0,40.0,47.2,114.29999999999994,141.0,148.2,164.904555,1500,40,428.88235294117646,254158.92733564012,519.6574451445083,70.78461066255453,0.16504435348558866,0.0,60.77622400000001,6.058977352941177,16.45440289056826,103.00261500000002,1,1,0,11,17,0,0,0,40.0,40.0,43.2,77.0,99.0,413.0,413.0,890.6000000000004,1316.0,103.00261500000002,1500,40,283.7241379310345,179977.372175981,431.74661025650255,49.89552896219271,0.17585930237039238,0.0,61.43129899999997,5.686363965517241,16.682248251472572,164.904555,1,3,1,15,28,0,0,0,40.0,40.0,40.0,40.8,77.0,132.60000000000002,163.99999999999994,413.0,1071.1999999999998,164.904555,240,340,7.781216648879402,0,0,0,0,0,RSTO
197,10.12.5.102,49197,185.86.79.62,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,406,40,103.0,18381.0,148.5166657314929,6.370173175219312,0.06184634150698363,0.0002250000000003,74.979333,19.402926200000003,32.40158006653909,97.014631,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,229.0,97.014631,243,40,81.4,6531.039999999999,90.35374923045528,4.207087004481903,0.05168411553417572,0.0,74.979413,19.3483044,32.4421656060276,96.74152199999996,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,96.74152199999996,406,40,93.1818181818182,13110.330578512396,120.08898216057806,10.565414931623678,0.11338494072961998,0.0,74.979197,8.81951336363636,22.86082799183181,97.01464699999995,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,97.01464699999995,120,100,0.6585760517799353,0,0,0,0,0,SF
198,10.12.5.102,49198,91.217.91.135,443,1,1,3,1,1,1.0,172800000.0,0.0,0,0.9911553890903241,0.0,0,1,398,40,106.0,14803.0,130.06811402382326,437.3370300689834,4.125821038386637,0.0008880000000033,0.6510730000000251,0.277001142857143,0.2232119985726812,1.9390080000000007,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,139.60000000000008,257.99999999999994,1.9390080000000007,1009,40,192.0,112218.57142857143,361.830991854853,823.9575465683076,4.291445555043269,0.0,0.6513030000000128,0.2330217142857163,0.2452705563574785,1.6311520000000144,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,1.6311520000000144,1009,40,146.13333333333333,62104.38222222223,257.9542779715226,1130.4749645179384,7.735914446974945,0.0,0.6510730000000251,0.1292672,0.2043621648426483,1.9390080000000007,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,144.40000000000006,317.99999999999994,1.9390080000000007,160,140,1.5849056603773586,0,0,0,0,0,SF
199,10.12.11.102,49316,34.232.203.93,443,1,1,1,1,4,0.0,461522389.0,304508393.8471023,1,1.7255734070728523,0.0,0,4,237,40,93.45454545454544,5064.611570247934,74.63961901880748,29.67709587561116,0.31755647337716225,0.0003079999999897,25.404471,3.463950800000001,7.869239489816914,34.639508000000006,1,2,0,4,10,0,0,0,40.0,40.0,40.0,40.0,40.0,52.0,152.0,173.0,174.0,34.639508000000006,1500,40,448.125,296310.859375,562.1965107208214,208.7739935040713,0.465883388572544,0.0,25.30447700000002,2.146459875000001,6.315852611441196,34.34335800000002,1,1,0,9,16,0,0,0,40.0,40.0,40.0,44.0,77.0,99.0,733.0,951.0,1358.0,34.34335800000002,1500,40,303.6296296296296,208024.3072702332,464.78515699755536,236.66582369983905,0.7794556281892723,0.0,25.304372,1.2829466666666671,4.913496513758929,34.63956000000002,2,3,0,13,26,0,0,0,40.0,40.0,40.0,40.0,52.0,90.2,173.2,633.8000000000004,1097.000000000001,34.63956000000002,220,320,6.974708171206226,0,0,0,0,0,SF
200,10.12.5.102,49200,91.217.91.135,443,1,1,3,1,1,1.0,172800000.0,0.0,0,0.9911553891025984,0.0,0,1,829,40,158.0,50354.0,232.272930591824,1181.474480151231,7.477686583235639,4.999999998744897e-05,1.0091589999999826,0.1432834285714282,0.28346739942844,2.005967999999996,1,2,0,4,14,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,49.59999999999999,263.6000000000002,435.8,2.005967999999996,1410,40,543.7857142857143,368624.1683673469,630.0633885779856,4547.428430118799,8.36253750448748,0.0,1.0090800000000115,0.1195809285714274,0.2802710401339487,1.6741329999999834,1,1,0,8,14,0,0,0,40.0,40.0,40.0,40.8,87.5,465.3999999999999,1049.1,1410.0,1410.0,1.6741329999999834,1410,40,344.2413793103448,241165.07966706305,499.77806897322034,4976.513230406633,14.456464357587134,0.0,1.0090800000000115,0.0691732068965517,0.2063930711097142,2.006022999999999,2,3,0,12,28,0,0,0,40.0,40.0,40.0,40.0,40.0,50.400000000000006,330.7999999999996,661.0000000000006,1410.0,2.006022999999999,300,280,3.2122362869198313,0,0,0,0,0,SF
201,10.12.11.102,49318,54.230.7.53,443,1,1,1,1,2,0.0,169603199.0,145929600.0,1,4.176637925763369,0.0,0,2,205,40,40.21072615092549,29.862571233502205,5.4659629519346975,444.1508415605789,11.045581218640995,4.00000001832268e-06,114.45605500000002,0.0905769297245963,2.5584317143098314,190.755014,0,2,1,3,2106,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,190.755014,1500,40,1320.9200593723494,17828.431480573236,133.53730825562442,37955.01805716004,28.73377369649062,0.0,114.45604000000004,0.0348022508481764,1.6667935803670748,164.127415,1,1,0,3721,4716,0,0,0,1132.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1500.0,1500.0,164.127415,1500,40,925.4262054814598,362429.3645895442,602.0651884517816,33101.006718491815,35.76839138812886,0.0,114.45585100000002,0.0279576453173091,1.421752200630296,190.755014,1,3,1,3724,6822,0,0,0,40.0,40.0,40.0,1132.0,1316.0,1316.0,1316.0,1316.0,1500.0,190.755014,42140,94320,73.52649780463624,0,0,0,0,0,RSTO
202,10.12.11.103,49218,217.197.116.29,80,1,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,410,40,103.66666666666669,18787.22222222222,150.14881506913954,7.167942967697099,0.06914414438293022,0.0001759999999819,75.13753699999998,17.355048800000002,32.619001384506106,86.77524400000001,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,231.0,86.77524400000001,243,40,81.4,6531.039999999999,90.35374923045528,4.7127899584549615,0.05789668253630174,0.0,75.137549,17.2721468,32.6733181694911,86.36073400000001,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,86.36073400000001,410,40,93.54545454545456,13339.15702479339,121.13245942881176,11.858218438547825,0.1267642398678582,0.0,75.137416,7.888660090909091,22.533145567713174,86.775261,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,86.775261,120,100,0.6543408360128617,0,0,0,0,0,SF
203,10.12.5.102,49201,91.217.91.135,443,1,1,3,1,1,1.0,172800000.0,0.0,0,0.9911553891112557,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,621.3794057918238,5.6489036890165805,0.0003489999999999,0.396930999999995,0.2023148571428561,0.1900254345541073,1.4162039999999934,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,1.4162039999999934,1009,40,192.0,112218.57142857143,361.830991854853,1222.1503845135974,6.365366586008318,0.0,0.3966849999999908,0.1571001428571443,0.1956310541226511,1.0997010000000105,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,1.0997010000000105,1009,40,148.26666666666668,62389.39555555554,258.545510408479,1570.3952255466097,10.591694416906089,0.0,0.3966849999999908,0.0944135999999995,0.1622905175875248,1.4162039999999934,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,1.4162039999999934,160,140,1.5272727272727273,0,0,0,0,0,SF
